date,route,origin,destination,price_google,price_skyscanner,airline,escales,depart,retour,booking_url
2026-03-31 15:54,Montreal -> Paris,YUL,CDG,943,,British Airways,1 escale(s),2026-04-30,2026-05-07,
2026-03-31 15:54,Montreal -> Cancun,YUL,CUN,543,,United,1 escale(s),2026-04-30,2026-05-07,
2026-03-31 15:54,Montreal -> Tokyo Narita,YUL,NRT,1530,,United,1 escale(s),2026-04-30,2026-05-07,
2026-03-31 15:55,Montreal -> Punta Cana,YUL,PUJ,641,,Air Canada,Direct,2026-04-30,2026-05-07,
2026-03-31 15:55,Montreal -> Tokyo Haneda,YUL,HND,1580,,United,1 escale(s),2026-04-30,2026-05-07,
2026-03-31 17:12,Montreal -> Paris,YUL,CDG,943,,British Airways,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-04-30+return+2026-05-07
2026-03-31 17:13,Montreal -> Cancun,YUL,CUN,529,,Air Transat,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-04-30+return+2026-05-07
2026-03-31 17:13,Montreal -> Tokyo Narita,YUL,NRT,1529,,United,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-04-30+return+2026-05-07
2026-03-31 17:14,Montreal -> Punta Cana,YUL,PUJ,641,,Air Canada,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-04-30+return+2026-05-07
2026-03-31 17:14,Montreal -> Tokyo Haneda,YUL,HND,1580,,United,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-04-30+return+2026-05-07
2026-03-31 17:15,Montreal -> Paris,YUL,CDG,943,,British Airways,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-04-30+return+2026-05-07
2026-03-31 17:16,Montreal -> Cancun,YUL,CUN,529,,Air Transat,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-04-30+return+2026-05-07
2026-03-31 17:16,Montreal -> Tokyo Narita,YUL,NRT,1529,,United,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-04-30+return+2026-05-07
2026-03-31 17:16,Montreal -> Punta Cana,YUL,PUJ,641,,Air Canada,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-04-30+return+2026-05-07
2026-03-31 17:17,Montreal -> Tokyo Haneda,YUL,HND,1580,,United,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-04-30+return+2026-05-07
2026-03-31 17:56,Montreal -> Paris,YUL,CDG,943,,British Airways,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-04-30+return+2026-05-07
2026-03-31 17:56,Montreal -> Paris,YUL,CDG,672,,Porter Airlines et Air Transat,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-05-30+return+2026-06-06
2026-03-31 17:56,Montreal -> Paris,YUL,CDG,1297,,Air FranceDelta,Direct,2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-06-29+return+2026-07-06
2026-03-31 17:57,Montreal -> Cancun,YUL,CUN,519,,Air Transat,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-04-30+return+2026-05-07
2026-03-31 17:57,Montreal -> Cancun,YUL,CUN,463,,Air Transat,Direct,2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-05-30+return+2026-06-06
2026-03-31 17:57,Montreal -> Cancun,YUL,CUN,527,,Air Canada,Direct,2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-06-29+return+2026-07-06
2026-03-31 17:57,Montreal -> Tokyo Narita,YUL,NRT,1529,,United,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-04-30+return+2026-05-07
2026-03-31 17:57,Montreal -> Tokyo Narita,YUL,NRT,1820,,United,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-05-30+return+2026-06-06
2026-03-31 17:58,Montreal -> Tokyo Narita,YUL,NRT,1837,,Qatar Airways,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-06-29+return+2026-07-06
2026-03-31 17:58,Montreal -> Tokyo Haneda,YUL,HND,1580,,United,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-04-30+return+2026-05-07
2026-03-31 17:58,Montreal -> Tokyo Haneda,YUL,HND,2074,,United et ANA,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-05-30+return+2026-06-06
2026-03-31 17:58,Montreal -> Tokyo Haneda,YUL,HND,1838,,Qatar Airways et JAL,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-06-29+return+2026-07-06
2026-03-31 17:59,Montreal -> Punta Cana,YUL,PUJ,641,,Air Canada,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-04-30+return+2026-05-07
2026-03-31 17:59,Montreal -> Punta Cana,YUL,PUJ,484,,WestJet,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-05-30+return+2026-06-06
2026-03-31 17:59,Montreal -> Punta Cana,YUL,PUJ,500,,Air Canada,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-06-29+return+2026-07-06
2026-03-31 17:59,Montreal -> Hawai,YUL,HNL,653,,Delta,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-04-30+return+2026-05-07
2026-03-31 17:59,Montreal -> Hawai,YUL,HNL,753,,Delta,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-05-30+return+2026-06-06
2026-03-31 18:00,Montreal -> Hawai,YUL,HNL,1027,,Delta,2 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-06-29+return+2026-07-06
2026-03-31 18:00,Montreal -> New York,YUL,JFK,334,,YUL–JFK,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-04-30+return+2026-05-07
2026-03-31 18:00,Montreal -> New York,YUL,JFK,334,,YUL–JFK,Direct,2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-05-30+return+2026-06-06
2026-03-31 18:00,Montreal -> New York,YUL,JFK,345,,Delta,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-06-29+return+2026-07-06
2026-03-31 19:23,Montreal -> Paris,YUL,CDG,943,,British Airways,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-04-30+return+2026-05-07
2026-03-31 19:23,Montreal -> Paris,YUL,CDG,672,,Porter Airlines et Air Transat,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-05-30+return+2026-06-06
2026-03-31 19:23,Montreal -> Paris,YUL,CDG,1297,,Air FranceDelta,Direct,2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-06-29+return+2026-07-06
2026-03-31 19:23,Montreal -> Cancun,YUL,CUN,519,,Air Transat,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-04-30+return+2026-05-07
2026-03-31 19:23,Montreal -> Cancun,YUL,CUN,463,,Air Transat,Direct,2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-05-30+return+2026-06-06
2026-03-31 19:24,Montreal -> Cancun,YUL,CUN,469,,Aeromexico,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-06-29+return+2026-07-06
2026-03-31 19:24,Montreal -> Tokyo Narita,YUL,NRT,1529,,United,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-04-30+return+2026-05-07
2026-03-31 19:24,Montreal -> Tokyo Narita,YUL,NRT,1820,,United,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-05-30+return+2026-06-06
2026-03-31 19:24,Montreal -> Tokyo Narita,YUL,NRT,1837,,Qatar Airways,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-06-29+return+2026-07-06
2026-03-31 19:24,Montreal -> Tokyo Haneda,YUL,HND,1558,,Air Canada,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-04-30+return+2026-05-07
2026-03-31 19:25,Montreal -> Tokyo Haneda,YUL,HND,1316,,Air Canada,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-05-30+return+2026-06-06
2026-03-31 19:25,Montreal -> Tokyo Haneda,YUL,HND,1838,,Qatar Airways et JAL,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-06-29+return+2026-07-06
2026-03-31 19:25,Montreal -> Punta Cana,YUL,PUJ,641,,Air Canada,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-04-30+return+2026-05-07
2026-03-31 19:25,Montreal -> Punta Cana,YUL,PUJ,484,,WestJet,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-05-30+return+2026-06-06
2026-03-31 19:25,Montreal -> Punta Cana,YUL,PUJ,500,,Air Canada,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-06-29+return+2026-07-06
2026-03-31 19:26,Montreal -> Hawai,YUL,HNL,653,,Delta,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-04-30+return+2026-05-07
2026-03-31 19:26,Montreal -> Hawai,YUL,HNL,753,,Delta,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-05-30+return+2026-06-06
2026-03-31 19:26,Montreal -> Hawai,YUL,HNL,1027,,Delta,2 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-06-29+return+2026-07-06
2026-03-31 19:26,Montreal -> New York,YUL,JFK,334,,YUL–JFK,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-04-30+return+2026-05-07
2026-03-31 19:27,Montreal -> New York,YUL,JFK,334,,YUL–JFK,Direct,2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-05-30+return+2026-06-06
2026-03-31 19:27,Montreal -> New York,YUL,JFK,345,,Delta,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-06-29+return+2026-07-06
2026-03-31 19:30,Montreal -> Paris,YUL,CDG,943,,British Airways,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-04-30+return+2026-05-07
2026-03-31 19:31,Montreal -> Paris,YUL,CDG,672,,Porter Airlines et Air Transat,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-05-30+return+2026-06-06
2026-03-31 19:31,Montreal -> Paris,YUL,CDG,1297,,Air FranceDelta,Direct,2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-06-29+return+2026-07-06
2026-03-31 19:31,Montreal -> Cancun,YUL,CUN,519,,Air Transat,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-04-30+return+2026-05-07
2026-03-31 19:31,Montreal -> Cancun,YUL,CUN,463,,Air Transat,Direct,2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-05-30+return+2026-06-06
2026-03-31 19:31,Montreal -> Cancun,YUL,CUN,469,,Aeromexico,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-06-29+return+2026-07-06
2026-03-31 19:32,Montreal -> Tokyo Narita,YUL,NRT,1529,,United,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-04-30+return+2026-05-07
2026-03-31 19:32,Montreal -> Tokyo Narita,YUL,NRT,1820,,United,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-05-30+return+2026-06-06
2026-03-31 19:32,Montreal -> Tokyo Narita,YUL,NRT,1837,,Qatar Airways,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-06-29+return+2026-07-06
2026-03-31 19:32,Montreal -> Tokyo Haneda,YUL,HND,1558,,Air Canada,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-04-30+return+2026-05-07
2026-03-31 19:32,Montreal -> Tokyo Haneda,YUL,HND,1402,,Air Canada,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-05-30+return+2026-06-06
2026-03-31 19:33,Montreal -> Tokyo Haneda,YUL,HND,1838,,Qatar Airways et JAL,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-06-29+return+2026-07-06
2026-03-31 19:33,Montreal -> Punta Cana,YUL,PUJ,641,,Air Canada,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-04-30+return+2026-05-07
2026-03-31 19:33,Montreal -> Punta Cana,YUL,PUJ,484,,WestJet,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-05-30+return+2026-06-06
2026-03-31 19:33,Montreal -> Punta Cana,YUL,PUJ,589,,Arajet,Direct,2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-06-29+return+2026-07-06
2026-03-31 19:34,Montreal -> Hawai,YUL,HNL,653,,Delta,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-04-30+return+2026-05-07
2026-03-31 19:34,Montreal -> Hawai,YUL,HNL,753,,Delta,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-05-30+return+2026-06-06
2026-03-31 19:34,Montreal -> Hawai,YUL,HNL,1027,,Delta,2 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-06-29+return+2026-07-06
2026-03-31 19:34,Montreal -> New York,YUL,JFK,334,,YUL–JFK,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-04-30+return+2026-05-07
2026-03-31 19:34,Montreal -> New York,YUL,JFK,334,,YUL–JFK,Direct,2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-05-30+return+2026-06-06
2026-03-31 19:35,Montreal -> New York,YUL,JFK,345,,Delta,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-06-29+return+2026-07-06
2026-03-31 22:37,Montreal -> Paris,YUL,CDG,943,,British Airways,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-04-30+return+2026-05-07
2026-03-31 22:37,Montreal -> Paris,YUL,CDG,672,,Porter Airlines et Air Transat,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-05-30+return+2026-06-06
2026-03-31 22:37,Montreal -> Paris,YUL,CDG,1297,,Air TransatPorter Airlines,Direct,2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-06-29+return+2026-07-06
2026-03-31 22:38,Montreal -> Cancun,YUL,CUN,519,,Air Transat,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-04-30+return+2026-05-07
2026-03-31 22:38,Montreal -> Cancun,YUL,CUN,463,,Air Transat,Direct,2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-05-30+return+2026-06-06
2026-03-31 22:38,Montreal -> Cancun,YUL,CUN,469,,Aeromexico,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-06-29+return+2026-07-06
2026-03-31 22:38,Montreal -> Tokyo Narita,YUL,NRT,1529,,United,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-04-30+return+2026-05-07
2026-03-31 22:38,Montreal -> Tokyo Narita,YUL,NRT,1820,,United,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-05-30+return+2026-06-06
2026-03-31 22:39,Montreal -> Tokyo Narita,YUL,NRT,1837,,Qatar Airways,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-06-29+return+2026-07-06
2026-03-31 22:39,Montreal -> Tokyo Haneda,YUL,HND,1426,,Air Canada,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-04-30+return+2026-05-07
2026-03-31 22:39,Montreal -> Tokyo Haneda,YUL,HND,2082,,American et JAL,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-05-30+return+2026-06-06
2026-03-31 22:39,Montreal -> Tokyo Haneda,YUL,HND,1838,,Qatar Airways et JAL,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-06-29+return+2026-07-06
2026-03-31 22:39,Montreal -> Punta Cana,YUL,PUJ,641,,Air Canada,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-04-30+return+2026-05-07
2026-03-31 22:40,Montreal -> Punta Cana,YUL,PUJ,554,,WestJet,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-05-30+return+2026-06-06
2026-03-31 22:40,Montreal -> Punta Cana,YUL,PUJ,511,,Air Canada,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-06-29+return+2026-07-06
2026-03-31 22:40,Montreal -> Hawai,YUL,HNL,653,,Delta,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-04-30+return+2026-05-07
2026-03-31 22:40,Montreal -> Hawai,YUL,HNL,753,,Delta,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-05-30+return+2026-06-06
2026-03-31 22:40,Montreal -> Hawai,YUL,HNL,1027,,Delta,2 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-06-29+return+2026-07-06
2026-03-31 22:41,Montreal -> New York,YUL,JFK,334,,YUL–JFK,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-04-30+return+2026-05-07
2026-03-31 22:41,Montreal -> New York,YUL,JFK,334,,YUL–JFK,Direct,2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-05-30+return+2026-06-06
2026-03-31 22:41,Montreal -> New York,YUL,JFK,337,,YUL–JFK,Direct,2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-06-29+return+2026-07-06
2026-03-31 23:04,Montreal -> Paris,YUL,CDG,943,,British Airways,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-04-30+return+2026-05-07
2026-03-31 23:04,Montreal -> Paris,YUL,CDG,672,,Porter Airlines et Air Transat,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-05-30+return+2026-06-06
2026-03-31 23:04,Montreal -> Paris,YUL,CDG,1297,,Air TransatPorter Airlines,Direct,2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-06-29+return+2026-07-06
2026-03-31 23:04,Montreal -> Cancun,YUL,CUN,519,,Air Transat,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-04-30+return+2026-05-07
2026-03-31 23:05,Montreal -> Cancun,YUL,CUN,463,,Air Transat,Direct,2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-05-30+return+2026-06-06
2026-03-31 23:05,Montreal -> Cancun,YUL,CUN,469,,Aeromexico,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-06-29+return+2026-07-06
2026-03-31 23:05,Montreal -> Tokyo Narita,YUL,NRT,1529,,United,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-04-30+return+2026-05-07
2026-03-31 23:05,Montreal -> Tokyo Narita,YUL,NRT,1535,,Air Canada,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-05-30+return+2026-06-06
2026-03-31 23:05,Montreal -> Tokyo Narita,YUL,NRT,1837,,Qatar Airways,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-06-29+return+2026-07-06
2026-03-31 23:06,Montreal -> Tokyo Haneda,YUL,HND,1580,,United,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-04-30+return+2026-05-07
2026-03-31 23:06,Montreal -> Tokyo Haneda,YUL,HND,2095,,United et ANA,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-05-30+return+2026-06-06
2026-03-31 23:06,Montreal -> Tokyo Haneda,YUL,HND,1838,,Qatar Airways et JAL,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HND+on+2026-06-29+return+2026-07-06
2026-03-31 23:06,Montreal -> Punta Cana,YUL,PUJ,641,,Air Canada,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-04-30+return+2026-05-07
2026-03-31 23:06,Montreal -> Punta Cana,YUL,PUJ,554,,WestJet,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-05-30+return+2026-06-06
2026-03-31 23:07,Montreal -> Punta Cana,YUL,PUJ,500,,Air Canada,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+PUJ+on+2026-06-29+return+2026-07-06
2026-03-31 23:07,Montreal -> Hawai,YUL,HNL,653,,Delta,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-04-30+return+2026-05-07
2026-03-31 23:07,Montreal -> Hawai,YUL,HNL,753,,Delta,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-05-30+return+2026-06-06
2026-03-31 23:07,Montreal -> Hawai,YUL,HNL,1027,,Delta,2 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+HNL+on+2026-06-29+return+2026-07-06
2026-03-31 23:07,Montreal -> New York,YUL,JFK,334,,YUL–JFK,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-04-30+return+2026-05-07
2026-03-31 23:08,Montreal -> New York,YUL,JFK,334,,YUL–JFK,Direct,2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-05-30+return+2026-06-06
2026-03-31 23:08,Montreal -> New York,YUL,JFK,337,,YUL–JFK,Direct,2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+JFK+on+2026-06-29+return+2026-07-06
2026-03-31 23:34,Montreal -> Paris,YUL,CDG,943,,British Airways,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-04-30+return+2026-05-07
2026-03-31 23:34,Montreal -> Paris,YUL,CDG,672,,Porter Airlines et Air Transat,1 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-05-30+return+2026-06-06
2026-03-31 23:34,Montreal -> Paris,YUL,CDG,1297,,Air TransatPorter Airlines,Direct,2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CDG+on+2026-06-29+return+2026-07-06
2026-03-31 23:34,Montreal -> Cancun,YUL,CUN,519,,Air Transat,Direct,2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-04-30+return+2026-05-07
2026-03-31 23:35,Montreal -> Cancun,YUL,CUN,463,,Air Transat,Direct,2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-05-30+return+2026-06-06
2026-03-31 23:35,Montreal -> Cancun,YUL,CUN,469,,Aeromexico,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+CUN+on+2026-06-29+return+2026-07-06
2026-03-31 23:35,Montreal -> Tokyo Narita,YUL,NRT,1529,,United,1 escale(s),2026-04-30,2026-05-07,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-04-30+return+2026-05-07
2026-03-31 23:35,Montreal -> Tokyo Narita,YUL,NRT,2085,,United,2 escale(s),2026-05-30,2026-06-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-05-30+return+2026-06-06
2026-03-31 23:35,Montreal -> Tokyo Narita,YUL,NRT,1837,,Qatar Airways,1 escale(s),2026-06-29,2026-07-06,https://www.google.com/travel/flights?q=flights+from+YUL+to+NRT+on+2026-06-29+return+2026-07-06
